Standortname;PLZ;Standplatz-Bezeichnung_Internet;Latitude;Longitude;Title
Weil (Rhein);79576;Bahnsteig;47,6052408;7,6103866;Bahnsteig - Weil (Rhein) - 79576
Weil am Rhein Gartenstadt;79576;Bahnsteig Gleis 1;47,6052408;7,6103866;Bahnsteig Gleis 1 - Weil am Rhein Gartenstadt - 79576
Weil am Rhein Ost;79576;Bahnsteig;47,6052408;7,6103866;Bahnsteig - Weil am Rhein Ost - 79576
Haltingen;79576;Bahnsteig Ri. Freiburg;47,6052408;7,6103866;Bahnsteig Ri. Freiburg - Haltingen - 79576
Weil am Rhein Pfädlistraße;79576;Bahnsteig Gleis 1;47,6052408;7,6103866;Bahnsteig Gleis 1 - Weil am Rhein Pfädlistraße - 79576
Weil (Rhein) - Rathausplatz;79576;DB Verkaufsstelle;47,6052408;7,6103866;DB Verkaufsstelle - Weil (Rhein) - Rathausplatz - 79576
Haltingen;79576;Bahnsteig Ri. Basel;47,6052408;7,6103866;Bahnsteig Ri. Basel - Haltingen - 79576
Steinen;79585;Bahnsteig;47,6705954;7,7426274;Bahnsteig - Steinen - 79585
Steinen;79585;Bahnsteig Gleis 1;47,6705954;7,7426274;Bahnsteig Gleis 1 - Steinen - 79585
Efringen-Kirchen;79588;Bahnsteig;47,6622455;7,5714835;Bahnsteig - Efringen-Kirchen - 79588
Efringen-Kirchen;79588;Bahnsteig Gleis 1;47,6622455;7,5714835;Bahnsteig Gleis 1 - Efringen-Kirchen - 79588
Kleinkems;79588;Zugang Bahnsteig;47,6622455;7,5714835;Zugang Bahnsteig - Kleinkems - 79588
Istein;79588;Bahnsteig Gleis 1;47,6622455;7,5714835;Bahnsteig Gleis 1 - Istein - 79588
Istein;79588;Bahnsteig;47,6622455;7,5714835;Bahnsteig - Istein - 79588
Eimeldingen;79591;Bahnsteig;47,63059;7,5951862;Bahnsteig - Eimeldingen - 79591
Eimeldingen;79591;Bahnsteig Gleis 1;47,63059;7,5951862;Bahnsteig Gleis 1 - Eimeldingen - 79591
Rheinfelden (Baden);79618;Bahnsteig Gleis 1;47,5896468;7,768779;Bahnsteig Gleis 1 - Rheinfelden (Baden) - 79618
Beuggen;79618;Bahnsteig;47,5896468;7,768779;Bahnsteig - Beuggen - 79618
Herten (Baden);79618;Bahnsteig Gleis 1;47,5896468;7,768779;Bahnsteig Gleis 1 - Herten (Baden) - 79618
Rheinfelden (Baden);79618;Bahnsteig;47,5896468;7,768779;Bahnsteig - Rheinfelden (Baden) - 79618
Herten (Baden);79618;Bahnsteig Gleis 2;47,5896468;7,768779;Bahnsteig Gleis 2 - Herten (Baden) - 79618
Grenzach;79639;Zugang Bahnsteig;47,5511596;7,6800078;Zugang Bahnsteig - Grenzach - 79639
Wyhlen;79639;Bahnsteig;47,5511596;7,6800078;Bahnsteig - Wyhlen - 79639
Wyhlen;79639;Bahnsteig Gleis 2;47,5511596;7,6800078;Bahnsteig Gleis 2 - Wyhlen - 79639
Schopfheim West;79650;Bahnsteig;47,6446889;7,8322408;Bahnsteig - Schopfheim West - 79650
Schopfheim;79650;Bahnsteig Gleis 1;47,6446889;7,8322408;Bahnsteig Gleis 1 - Schopfheim - 79650
Schopfheim-Schlattholz;79650;Bahnsteig;47,6446889;7,8322408;Bahnsteig - Schopfheim-Schlattholz - 79650
Schopfheim;79650;Bahnsteig;47,6446889;7,8322408;Bahnsteig - Schopfheim - 79650
Hausen-Raitbach;79650;Bahnsteig Gleis 1;47,6446889;7,8322408;Bahnsteig Gleis 1 - Hausen-Raitbach - 79650
Fahrnau;79650;Bahnsteig Gleis 1;47,6446889;7,8322408;Bahnsteig Gleis 1 - Fahrnau - 79650
Wehr-Brennet;79664;Unterführung;47,6300824;7,9057545;Unterführung - Wehr-Brennet - 79664
Zell (Wiesental);79669;Bahnsteig;47,714247;7,8619799;Bahnsteig - Zell (Wiesental) - 79669
Maulburg;79689;Bahnsteig Gleis 1;47,6434744;7,7774996;Bahnsteig Gleis 1 - Maulburg - 79689
Bad Säckingen;79713;Bahnsteig;47,5749447;7,9822169;Bahnsteig - Bad Säckingen - 79713
Bad Säckingen;79713;Bahnsteig Gleis 1;47,5749447;7,9822169;Bahnsteig Gleis 1 - Bad Säckingen - 79713
Laufenburg (Baden);79725;Bahnsteig;47,5840717;8,0635707;Bahnsteig - Laufenburg (Baden) - 79725
Laufenburg (Baden);79725;Bahnsteig Gleis 1;47,5840717;8,0635707;Bahnsteig Gleis 1 - Laufenburg (Baden) - 79725
Laufenburg (Baden) Ost;79725;Bahnsteig Gleis 2 ;47,5840717;8,0635707;Bahnsteig Gleis 2  - Laufenburg (Baden) Ost - 79725
Laufenburg (Baden) Ost;79725;Bahnsteig Gleis 1;47,5840717;8,0635707;Bahnsteig Gleis 1 - Laufenburg (Baden) Ost - 79725
Murg;79730;Bahnsteig;47,5865822;8,027905;Bahnsteig - Murg - 79730
Schwörstadt;79739;Bahnsteig;47,6078423;7,8643696;Bahnsteig - Schwörstadt - 79739
Schwörstadt;79739;Bahnsteig;47,6078423;7,8643696;Bahnsteig - Schwörstadt - 79739
Tiengen (Hochrhein);79761;Bahnsteig;47,6533265;8,2721269;Bahnsteig - Tiengen (Hochrhein) - 79761
Waldshut;79761;Bahnsteig;47,6533265;8,2721269;Bahnsteig - Waldshut - 79761
Waldshut;79761;Bahnsteig;47,6533265;8,2721269;Bahnsteig - Waldshut - 79761
Erzingen (Baden);79771;Bahnsteig Gleis 2;47,623453;8,4099184;Bahnsteig Gleis 2 - Erzingen (Baden) - 79771
Grießen;79771;Bahnsteig Gleis 1;47,623453;8,4099184;Bahnsteig Gleis 1 - Grießen - 79771
Albbruck;79774;Bahnsteig;47,6247779;8,1176948;Bahnsteig - Albbruck - 79774
Albbruck;79774;Bahnsteig;47,6247779;8,1176948;Bahnsteig - Albbruck - 79774
Lauchringen West;79787;Zugang West;47,6242998;8,3307559;Zugang West - Lauchringen West - 79787
Lauchringen;79787;Bahnsteig;47,6242998;8,3307559;Bahnsteig - Lauchringen - 79787
Dogern;79804;Bahnsteig ;47,6064056;8,1671362;Bahnsteig  - Dogern - 79804
Titisee;79822;Bahnsteig;47,9272805;8,1925801;Bahnsteig - Titisee - 79822
Titisee;79822;Bahnsteig;47,9272805;8,1925801;Bahnsteig - Titisee - 79822
Neustadt(Schw);79822;Bahnsteig Gleis 1;47,9272805;8,1925801;Bahnsteig Gleis 1 - Neustadt(Schw) - 79822
Löffingen;79843;Bahnsteig;47,8743285;8,373864;Bahnsteig - Löffingen - 79843
Unadingen;79843;Bahnsteig;47,8743285;8,373864;Bahnsteig - Unadingen - 79843
Bachheim;79843;Zugang Bahnsteig;47,8743285;8,373864;Zugang Bahnsteig - Bachheim - 79843
Hinterzarten;79856;Zugang Bahnsteig;47,9055424;8,1057681;Zugang Bahnsteig - Hinterzarten - 79856
Seebrugg;79859;Bahnsteig;47,8187459;8,1772422;Bahnsteig - Seebrugg - 79859
Schluchsee;79859;Bahnsteig;47,8187459;8,1772422;Bahnsteig - Schluchsee - 79859
Aha;79859;Bahnsteig;47,8187459;8,1772422;Bahnsteig - Aha - 79859
Feldberg-Bärental;79868;Bahnsteig Gleis 1;47,8589626;8,0370003;Bahnsteig Gleis 1 - Feldberg-Bärental - 79868
Altglashütten-Falkau;79868;Zugang Bahnsteig;47,8589626;8,0370003;Zugang Bahnsteig - Altglashütten-Falkau - 79868
Rötenbach (Baden);79877;Bahnsteig Gleis 1;47,8927475;8,2940583;Bahnsteig Gleis 1 - Rötenbach (Baden) - 79877
München-Isartor;80331;Ausgang Ost;48,1362105;11,572893;Ausgang Ost - München-Isartor - 80331
München-Marienplatz;80331;Zwischengeschoss-Kaufinger Str.;48,1362105;11,572893;Zwischengeschoss-Kaufinger Str. - München-Marienplatz - 80331
München-Marienplatz;80331;Zwischengeschoß;48,1362105;11,572893;Zwischengeschoß - München-Marienplatz - 80331
München-Isartor;80331;Ausgang Ost;48,1362105;11,572893;Ausgang Ost - München-Isartor - 80331
München-Marienplatz;80331;Zwischengeschoß;48,1362105;11,572893;Zwischengeschoß - München-Marienplatz - 80331
München-Isartor;80331;Ausgang West;48,1362105;11,572893;Ausgang West - München-Isartor - 80331
München-Isartor;80331;Ausgang West;48,1362105;11,572893;Ausgang West - München-Isartor - 80331
München-Marienplatz;80331;Zwischengeschoß;48,1362105;11,572893;Zwischengeschoß - München-Marienplatz - 80331
München-Marienplatz;80331;Zwischengeschoss;48,1362105;11,572893;Zwischengeschoss - München-Marienplatz - 80331
München-Marienplatz;80331;Zwischengeschoss;48,1362105;11,572893;Zwischengeschoss - München-Marienplatz - 80331
München-Marienplatz;80331;Zwischengeschoss;48,1362105;11,572893;Zwischengeschoss - München-Marienplatz - 80331
München-Marienplatz;80331;Zwischengeschoss;48,1362105;11,572893;Zwischengeschoss - München-Marienplatz - 80331
München-Marienplatz;80331;Zwischengeschoss;48,1362105;11,572893;Zwischengeschoss - München-Marienplatz - 80331
München-Marienplatz;80331;Zwischengeschoss;48,1362105;11,572893;Zwischengeschoss - München-Marienplatz - 80331
München-Marienplatz;80331;Zwischengeschoss;48,1362105;11,572893;Zwischengeschoss - München-Marienplatz - 80331
München-Isartor;80331;Ausgang West;48,1362105;11,572893;Ausgang West - München-Isartor - 80331
München Hbf;80335;Zwischengeschoss-Elisenhof;48,1443383;11,5548236;Zwischengeschoss-Elisenhof - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Arnulfstr.;48,1443383;11,5548236;Zwischengeschoss-Arnulfstr. - München Hbf - 80335
München Hbf;80335;Holzk. Bahnhof - Gleis 11;48,1443383;11,5548236;Holzk. Bahnhof - Gleis 11 - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hackerbrücke;80335;Bahnsteig;48,1443383;11,5548236;Bahnsteig - München Hackerbrücke - 80335
München Hackerbrücke;80335;Bahnsteig;48,1443383;11,5548236;Bahnsteig - München Hackerbrücke - 80335
München Hackerbrücke;80335;Bahnsteig;48,1443383;11,5548236;Bahnsteig - München Hackerbrücke - 80335
München Hbf;80335;Zwischengeschoss-Arnulfstr.;48,1443383;11,5548236;Zwischengeschoss-Arnulfstr. - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Arnulfstr.;48,1443383;11,5548236;Zwischengeschoss-Arnulfstr. - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Elisenhof;48,1443383;11,5548236;Zwischengeschoss-Elisenhof - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Elisenhof;48,1443383;11,5548236;Zwischengeschoss-Elisenhof - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Elisenhof;48,1443383;11,5548236;Zwischengeschoss-Elisenhof - München Hbf - 80335
München-Karlsplatz;80335;Untergeschoss;48,1443383;11,5548236;Untergeschoss - München-Karlsplatz - 80335
München-Karlsplatz;80335;Untergeschoss;48,1443383;11,5548236;Untergeschoss - München-Karlsplatz - 80335
München-Karlsplatz;80335;Untergeschoss;48,1443383;11,5548236;Untergeschoss - München-Karlsplatz - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München-Karlsplatz;80335;Untergeschoss;48,1443383;11,5548236;Untergeschoss - München-Karlsplatz - 80335
München-Karlsplatz;80335;Ausgang Neuhauser Str.;48,1443383;11,5548236;Ausgang Neuhauser Str. - München-Karlsplatz - 80335
München Hbf;80335;Zwischengeschoss-Arnulfstr.;48,1443383;11,5548236;Zwischengeschoss-Arnulfstr. - München Hbf - 80335
München Hbf;80335;Eingang Bayerstr. - Gleis 11;48,1443383;11,5548236;Eingang Bayerstr. - Gleis 11 - München Hbf - 80335
München Hbf;80335;Eingang Bayerstr. - Gleis 11;48,1443383;11,5548236;Eingang Bayerstr. - Gleis 11 - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München-Karlsplatz;80335;Ausgang Neuhauser Str.;48,1443383;11,5548236;Ausgang Neuhauser Str. - München-Karlsplatz - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München-Karlsplatz;80335;Untergeschoss;48,1443383;11,5548236;Untergeschoss - München-Karlsplatz - 80335
München Hbf;80335;Eingang Arnulfstraße - Gl. 26;48,1443383;11,5548236;Eingang Arnulfstraße - Gl. 26 - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Arnulfstr.;48,1443383;11,5548236;Zwischengeschoss-Arnulfstr. - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Eingang Arnulfstraße - Gl. 26;48,1443383;11,5548236;Eingang Arnulfstraße - Gl. 26 - München Hbf - 80335
München-Karlsplatz;80335;Untergeschoss;48,1443383;11,5548236;Untergeschoss - München-Karlsplatz - 80335
München-Karlsplatz;80335;Untergeschoss;48,1443383;11,5548236;Untergeschoss - München-Karlsplatz - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hackerbrücke;80335;Bahnsteig;48,1443383;11,5548236;Bahnsteig - München Hackerbrücke - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;S-Bahn Kundencenter;48,1443383;11,5548236;S-Bahn Kundencenter - München Hbf - 80335
München Hbf;80335;Holzk. Bahnhof - Gleis 11;48,1443383;11,5548236;Holzk. Bahnhof - Gleis 11 - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hackerbrücke;80335;Bahnsteig;48,1443383;11,5548236;Bahnsteig - München Hackerbrücke - 80335
München Hbf;80335;Starnbg. Bahnhof - Querbahnsteig;48,1443383;11,5548236;Starnbg. Bahnhof - Querbahnsteig - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Arnulfstr.;48,1443383;11,5548236;Zwischengeschoss-Arnulfstr. - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Arnulfstr.;48,1443383;11,5548236;Zwischengeschoss-Arnulfstr. - München Hbf - 80335
München Hbf;80335;Starnbg. Bahnhof - Querbahnsteig;48,1443383;11,5548236;Starnbg. Bahnhof - Querbahnsteig - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Zwischengeschoss-Arnulfstr.;48,1443383;11,5548236;Zwischengeschoss-Arnulfstr. - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München Hbf;80335;Querbahnsteighalle;48,1443383;11,5548236;Querbahnsteighalle - München Hbf - 80335
München-Heimeranplatz;80339;Bahnsteig;48,1359616;11,5382059;Bahnsteig - München-Heimeranplatz - 80339
München-Donnersbergerbrücke;80634;Bahnsteig;48,1493552;11,5310245;Bahnsteig - München-Donnersbergerbrücke - 80634
München-Donnersbergerbrücke;80634;Zugang Bahnsteig;48,1493552;11,5310245;Zugang Bahnsteig - München-Donnersbergerbrücke - 80634
München-Donnersbergerbrücke;80634;Zugang Bahnsteig;48,1493552;11,5310245;Zugang Bahnsteig - München-Donnersbergerbrücke - 80634
München-Donnersbergerbrücke;80634;Bahnsteig Ri. Innenstadt;48,1493552;11,5310245;Bahnsteig Ri. Innenstadt - München-Donnersbergerbrücke - 80634
München-Donnersbergerbrücke;80634;Zugang Bahnsteig;48,1493552;11,5310245;Zugang Bahnsteig - München-Donnersbergerbrücke - 80634
München-Donnersbergerbrücke;80634;Zugang Bahnsteig;48,1493552;11,5310245;Zugang Bahnsteig - München-Donnersbergerbrücke - 80634
München-Laim;80639;Bahnsteig Stadtauswärts;48,1488271;11,5105594;Bahnsteig Stadtauswärts - München-Laim - 80639
München-Laim;80639;Bahnsteig Stadtauswärts;48,1488271;11,5105594;Bahnsteig Stadtauswärts - München-Laim - 80639
München-Laim;80639;Bahnsteig Ri Innenstadt;48,1488271;11,5105594;Bahnsteig Ri Innenstadt - München-Laim - 80639
München-Laim;80639;Bahnsteig Ri Innenstadt;48,1488271;11,5105594;Bahnsteig Ri Innenstadt - München-Laim - 80639
München Hirschgarten;80639;Bahnsteig;48,1488271;11,5105594;Bahnsteig - München Hirschgarten - 80639
München Hirschgarten;80639;Bahnsteig;48,1488271;11,5105594;Bahnsteig - München Hirschgarten - 80639
München-Moosach;80992;Bahnsteig Gl. 5;48,1757295;11,5182935;Bahnsteig Gl. 5 - München-Moosach - 80992
München-Moosach;80992;Bahnsteig Gl. 5;48,1757295;11,5182935;Bahnsteig Gl. 5 - München-Moosach - 80992
München-Moosach;80992;Bahnsteig Gl. 3/4;48,1757295;11,5182935;Bahnsteig Gl. 3/4 - München-Moosach - 80992
München-Feldmoching;80995;Bahnsteig Ri Innenstadt;48,2115037;11,5131806;Bahnsteig Ri Innenstadt - München-Feldmoching - 80995
München-Fasanerie;80995;Bahnsteig Ri. München;48,2115037;11,5131806;Bahnsteig Ri. München - München-Fasanerie - 80995
München-Fasanerie;80995;Bahnsteig Ri. Freising;48,2115037;11,5131806;Bahnsteig Ri. Freising - München-Fasanerie - 80995
München-Feldmoching;80995;Bahnsteig Ri. Freising;48,2115037;11,5131806;Bahnsteig Ri. Freising - München-Feldmoching - 80995
München-Karlsfeld;80997;Bahnsteig;48,1892389;11,4842864;Bahnsteig - München-Karlsfeld - 80997
München-Karlsfeld;80997;Bahnsteig;48,1892389;11,4842864;Bahnsteig - München-Karlsfeld - 80997
München-Untermenzing;80999;Bahnsteig;48,1930647;11,4463256;Bahnsteig - München-Untermenzing - 80999
München-Untermenzing;80999;Bahnsteig;48,1930647;11,4463256;Bahnsteig - München-Untermenzing - 80999
München-Allach;80999;Bahnsteig Ri. Petershausen;48,1930647;11,4463256;Bahnsteig Ri. Petershausen - München-Allach - 80999
München-Allach;80999;Bahnsteig Ri. München;48,1930647;11,4463256;Bahnsteig Ri. München - München-Allach - 80999
München-Pasing;81241;Bahnhofshalle Süd;48,1408957;11,4645399;Bahnhofshalle Süd - München-Pasing - 81241
München-Pasing;81241;Bahnsteig Gl. 5/6;48,1408957;11,4645399;Bahnsteig Gl. 5/6 - München-Pasing - 81241
München-Pasing;81241;Bahnhofshalle Süd;48,1408957;11,4645399;Bahnhofshalle Süd - München-Pasing - 81241
München-Pasing;81241;Bahnhofshalle Süd;48,1408957;11,4645399;Bahnhofshalle Süd - München-Pasing - 81241
München-Pasing;81241;Reisezentrum Außenfassade;48,1408957;11,4645399;Reisezentrum Außenfassade - München-Pasing - 81241
München-Pasing;81241;Bahnhofshalle Süd;48,1408957;11,4645399;Bahnhofshalle Süd - München-Pasing - 81241
München-Pasing;81241;Reisezentrum Außenfassade;48,1408957;11,4645399;Reisezentrum Außenfassade - München-Pasing - 81241
München-Pasing;81241;Bahnhofshalle;48,1408957;11,4645399;Bahnhofshalle - München-Pasing - 81241
München-Pasing;81241;Bahnsteig Gl. 7/8;48,1408957;11,4645399;Bahnsteig Gl. 7/8 - München-Pasing - 81241
München-Pasing;81241;Bahnhofshalle;48,1408957;11,4645399;Bahnhofshalle - München-Pasing - 81241
München-Pasing;81241;Unterführung Nord;48,1408957;11,4645399;Unterführung Nord - München-Pasing - 81241
München-Pasing;81241;Unterführung Nord;48,1408957;11,4645399;Unterführung Nord - München-Pasing - 81241
München-Pasing;81241;Unterführung Nord;48,1408957;11,4645399;Unterführung Nord - München-Pasing - 81241
München-Pasing;81241;Unterführung Süd;48,1408957;11,4645399;Unterführung Süd - München-Pasing - 81241
München-Pasing;81241;Unterführung Nord;48,1408957;11,4645399;Unterführung Nord - München-Pasing - 81241
München-Leienfelsstraße;81243;Bahnsteig Ri. Innenstadt;48,1461738;11,4370982;Bahnsteig Ri. Innenstadt - München-Leienfelsstraße - 81243
München-Westkreuz;81243;Bahnsteig;48,1461738;11,4370982;Bahnsteig - München-Westkreuz - 81243
München-Westkreuz;81243;Bahnsteig;48,1461738;11,4370982;Bahnsteig - München-Westkreuz - 81243
München-Leienfelsstraße;81243;Bahnsteig Richtung Geltendorf;48,1461738;11,4370982;Bahnsteig Richtung Geltendorf - München-Leienfelsstraße - 81243
München-Aubing;81245;Bahnsteig Ri. Innenstadt;48,1640467;11,4345083;Bahnsteig Ri. Innenstadt - München-Aubing - 81245
München-Aubing;81245;Bahnsteig;48,1640467;11,4345083;Bahnsteig - München-Aubing - 81245
München-Langwied;81245;Bahnsteig;48,1640467;11,4345083;Bahnsteig - München-Langwied - 81245
München-Obermenzing;81247;Bahnsteig;48,1684361;11,4659094;Bahnsteig - München-Obermenzing - 81247
München-Obermenzing;81247;Bahnsteig;48,1684361;11,4659094;Bahnsteig - München-Obermenzing - 81247
München-Lochhausen;81249;Bahnsteig;48,1678509;11,3965968;Bahnsteig - München-Lochhausen - 81249
München-Freiham;81249;Bahnsteig Ri. Innenstadt;48,1678509;11,3965968;Bahnsteig Ri. Innenstadt - München-Freiham - 81249
München-Neuaubing;81249;Bahnsteig Ri. Herrsching;48,1678509;11,3965968;Bahnsteig Ri. Herrsching - München-Neuaubing - 81249
München-Neuaubing;81249;Bahnsteig Ri. Innenstadt;48,1678509;11,3965968;Bahnsteig Ri. Innenstadt - München-Neuaubing - 81249
München-Lochhausen;81249;Bahnsteig;48,1678509;11,3965968;Bahnsteig - München-Lochhausen - 81249
München-Freiham;81249;Bahnsteig Ri. Herrsching;48,1678509;11,3965968;Bahnsteig Ri. Herrsching - München-Freiham - 81249
München-Harras;81369;Zugang Bahnsteig;48,1099321;11,52627;Zugang Bahnsteig - München-Harras - 81369
München-Harras;81369;Bahnsteig;48,1099321;11,52627;Bahnsteig - München-Harras - 81369
München-Harras;81369;Bahnsteig;48,1099321;11,52627;Bahnsteig - München-Harras - 81369
München-Mittersendling;81379;Bahnsteig;48,0966922;11,5286651;Bahnsteig - München-Mittersendling - 81379
München-Siemenswerke;81379;Bahnsteig Ri. Innenstadt;48,0966922;11,5286651;Bahnsteig Ri. Innenstadt - München-Siemenswerke - 81379
München-Siemenswerke;81379;Bahnsteig Ri. Wolfratshausen;48,0966922;11,5286651;Bahnsteig Ri. Wolfratshausen - München-Siemenswerke - 81379
München-Solln;81479;Bahnsteig Ri. Wolfratshausen;48,076168;11,5241507;Bahnsteig Ri. Wolfratshausen - München-Solln - 81479
München-Solln;81479;Bahnsteig Ri. Innenstadt;48,076168;11,5241507;Bahnsteig Ri. Innenstadt - München-Solln - 81479
München-Solln;81479;Bahnsteig Ri. Innenstadt;48,076168;11,5241507;Bahnsteig Ri. Innenstadt - München-Solln - 81479
München-Giesing;81539;Bahnsteig Gl. 2/3;48,1104426;11,585906;Bahnsteig Gl. 2/3 - München-Giesing - 81539
München-Giesing;81539;Bahnsteig Gl. 2/3;48,1104426;11,585906;Bahnsteig Gl. 2/3 - München-Giesing - 81539
München-St.-Martin-Straße;81541;Bahnsteig;48,121161;11,5848088;Bahnsteig - München-St.-Martin-Straße - 81541
München-St.-Martin-Straße;81541;Bahnsteig;48,121161;11,5848088;Bahnsteig - München-St.-Martin-Straße - 81541
München Ost;81667;Ladenpassage;48,1308934;11,599551;Ladenpassage - München Ost - 81667
München Ost;81667;Unterführung Ost;48,1308934;11,599551;Unterführung Ost - München Ost - 81667
München Ost;81667;Ladenpassage;48,1308934;11,599551;Ladenpassage - München Ost - 81667
München-Leuchtenbergring;81667;Bahnsteig Stadtauswärts;48,1308934;11,599551;Bahnsteig Stadtauswärts - München-Leuchtenbergring - 81667
München Ost;81667;Unterführung Ost;48,1308934;11,599551;Unterführung Ost - München Ost - 81667
München-Leuchtenbergring;81667;Bahnsteig Ri. Innenstadt;48,1308934;11,599551;Bahnsteig Ri. Innenstadt - München-Leuchtenbergring - 81667
München Ost;81667;Unterführung West;48,1308934;11,599551;Unterführung West - München Ost - 81667
München Ost;81667;Unterführung Ost;48,1308934;11,599551;Unterführung Ost - München Ost - 81667
München Ost;81667;Unterführung Ost;48,1308934;11,599551;Unterführung Ost - München Ost - 81667
München Ost;81667;Unterführung Ost;48,1308934;11,599551;Unterführung Ost - München Ost - 81667
München Ost;81667;Unterführung Ost;48,1308934;11,599551;Unterführung Ost - München Ost - 81667
München Ost;81667;Unterführung Ost;48,1308934;11,599551;Unterführung Ost - München Ost - 81667
München Ost;81667;Reisezentrum;48,1308934;11,599551;Reisezentrum - München Ost - 81667
München Ost;81667;Unterführung Ost;48,1308934;11,599551;Unterführung Ost - München Ost - 81667
München Ost;81667;Ladenpassage;48,1308934;11,599551;Ladenpassage - München Ost - 81667
München Ost;81667;Unterführung West;48,1308934;11,599551;Unterführung West - München Ost - 81667
München Ost;81667;Ladenpassage;48,1308934;11,599551;Ladenpassage - München Ost - 81667
München Rosenheimer Platz;81669;Ausgang Ost;48,1137542;11,6081068;Ausgang Ost - München Rosenheimer Platz - 81669
München Rosenheimer Platz;81669;Ausgang West;48,1137542;11,6081068;Ausgang West - München Rosenheimer Platz - 81669
München Rosenheimer Platz;81669;Ausgang West;48,1137542;11,6081068;Ausgang West - München Rosenheimer Platz - 81669
München Rosenheimer Platz;81669;Ausgang West;48,1137542;11,6081068;Ausgang West - München Rosenheimer Platz - 81669
München Rosenheimer Platz;81669;Ausgang Ost;48,1137542;11,6081068;Ausgang Ost - München Rosenheimer Platz - 81669
München Rosenheimer Platz;81669;Ausgang Ost;48,1137542;11,6081068;Ausgang Ost - München Rosenheimer Platz - 81669
München Rosenheimer Platz;81669;Ausgang Ost;48,1137542;11,6081068;Ausgang Ost - München Rosenheimer Platz - 81669
München-Berg am Laim;81673;Bahnsteig;48,1262953;11,6330728;Bahnsteig - München-Berg am Laim - 81673
