Standortname;PLZ;Standplatz-Bezeichnung_Internet;Latitude;Longitude;Title
Wurzen;4808;Bahnhofsvorplatz;51,3331676;6,3395545;Bahnhofsvorplatz - Wurzen - 4808
Kühren;4808;Bahnsteig 2 Richtung Leipzig;51,3331676;6,3395545;Bahnsteig 2 Richtung Leipzig - Kühren - 4808
Kühren;4808;Bahnsteig 1 Richtung Dresden;51,3331676;6,3395545;Bahnsteig 1 Richtung Dresden - Kühren - 4808
Machern (Sachs);4827;Bahnsteig 2 Richtung Leipzig;52,0918867;7,6520413;Bahnsteig 2 Richtung Leipzig - Machern (Sachs) - 4827
Eilenburg Ost;4838;Zugang Bahnsteig;52,188896;7,6373483;Zugang Bahnsteig - Eilenburg Ost - 4838
Eilenburg;4838;Fußgängertunnel;52,188896;7,6373483;Fußgängertunnel - Eilenburg - 4838
Torgau;4860;Hausbahnsteig;52,1841199;7,0289361;Hausbahnsteig - Torgau - 4860
Mockrehna;4862;Hausbahnsteig;52,1204646;7,1048718;Hausbahnsteig - Mockrehna - 4862
Beilrode;4886;Hausbahnsteig;52,0419745;7,0885151;Hausbahnsteig - Beilrode - 4886
Falkenberg (Elster);4895;Hausbahnsteig;52,0419745;7,0885151;Hausbahnsteig - Falkenberg (Elster) - 4895
Rehfeld (Falkenberg);4895;Zugang Bahnsteig 2;52,0419745;7,0885151;Zugang Bahnsteig 2 - Rehfeld (Falkenberg) - 4895
Elsterwerda-Biehla;4910;Bahnsteig 1/3;52,3073196;8,026685;Bahnsteig 1/3 - Elsterwerda-Biehla - 4910
Elsterwerda;4910;Hausbahnsteig;52,3073196;8,026685;Hausbahnsteig - Elsterwerda - 4910
Herzberg (Elster);4916;Hausbahnsteig;52,3404825;8,3955076;Hausbahnsteig - Herzberg (Elster) - 4916
Bad Liebenwerda;4924;Zugang Hausbahnsteig;52,0856565;8,0002228;Zugang Hausbahnsteig - Bad Liebenwerda - 4924
Plessa;4928;Hausbahnsteig 2 Richtung Ruhland;52,0856565;8,0002228;Hausbahnsteig 2 Richtung Ruhland - Plessa - 4928
Halle Steintorbrücke;6112;Bahnhof;50,1936501;8,7597568;Bahnhof - Halle Steintorbrücke - 6112
Halle (Saale) Hbf;6112;Ausgang E.-Kamiethstraße;50,1936501;8,7597568;Ausgang E.-Kamiethstraße - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Kuppelhalle ggü Reisezentrum;50,1936501;8,7597568;Kuppelhalle ggü Reisezentrum - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Bahnsteig 11;50,1936501;8,7597568;Bahnsteig 11 - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Bahnsteig 2/3;50,1936501;8,7597568;Bahnsteig 2/3 - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Kuppelhalle ggü Reisezentrum;50,1936501;8,7597568;Kuppelhalle ggü Reisezentrum - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Ausgang E.-Kamiethstraße;50,1936501;8,7597568;Ausgang E.-Kamiethstraße - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Kuppelhalle ggü Reisezentrum;50,1936501;8,7597568;Kuppelhalle ggü Reisezentrum - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Kuppelhalle linke Nische;50,1936501;8,7597568;Kuppelhalle linke Nische - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Kuppelhalle ggü Reisezentrum;50,1936501;8,7597568;Kuppelhalle ggü Reisezentrum - Halle (Saale) Hbf - 6112
Halle (Saale) Hbf;6112;Kuppelhalle rechte Nische;50,1936501;8,7597568;Kuppelhalle rechte Nische - Halle (Saale) Hbf - 6112
Halle Zoo;6114;Bahnsteig 1;50,1930667;8,800997;Bahnsteig 1 - Halle Zoo - 6114
Halle Messe;6116;Hausbahnsteig;50,1930667;8,800997;Hausbahnsteig - Halle Messe - 6116
Halle-Trotha;6118;Bahnhof;50,3248933;8,74087;Bahnhof - Halle-Trotha - 6118
Halle-Neustadt;6122;Tunnelbahnhof Bahnsteig 2;50,3863706;8,8838537;Tunnelbahnhof Bahnsteig 2 - Halle-Neustadt - 6122
Halle-Neustadt;6122;Ausgang Magistrale;50,3863706;8,8838537;Ausgang Magistrale - Halle-Neustadt - 6122
Halle-Zscherbener Straße;6124;Bahnsteig Richtung Halle;50,3658573;8,6801955;Bahnsteig Richtung Halle - Halle-Zscherbener Straße - 6124
Halle-Nietleben;6126;Bahnhof;50,355224;8,5435534;Bahnhof - Halle-Nietleben - 6126
Halle Südstadt;6128;Bahnsteig;50,3832114;8,4455713;Bahnsteig - Halle Südstadt - 6128
Halle Rosengarten;6132;Bahnhof;50,3832114;8,4455713;Bahnhof - Halle Rosengarten - 6132
Halle-Silberhöhe;6132;Bahnsteig;50,3832114;8,4455713;Bahnsteig - Halle-Silberhöhe - 6132
Gröbers;6184;im Infoturm;50,2164005;8,4015774;im Infoturm - Gröbers - 6184
Großkugel;6184;Bahnsteig 2;50,2164005;8,4015774;Bahnsteig 2 - Großkugel - 6184
Großkugel;6184;Bahnsteig 1;50,2164005;8,4015774;Bahnsteig 1 - Großkugel - 6184
Dieskau;6184;Bahnsteig;50,2164005;8,4015774;Bahnsteig - Dieskau - 6184
Landsberg (b Halle/Saale);6188;Bahnsteig 2;50,2164005;8,4015774;Bahnsteig 2 - Landsberg (b Halle/Saale) - 6188
Niemberg;6188;Bahnhof;50,2164005;8,4015774;Bahnhof - Niemberg - 6188
Zöberitz;6188;Zugang Bahnsteig 1 Richtung Halle ;50,2164005;8,4015774;Zugang Bahnsteig 1 Richtung Halle  - Zöberitz - 6188
Landsberg (b Halle/Saale);6188;Bahnsteig 1;50,2164005;8,4015774;Bahnsteig 1 - Landsberg (b Halle/Saale) - 6188
Hohenthurm;6188;Bahnsteig 1;50,2164005;8,4015774;Bahnsteig 1 - Hohenthurm - 6188
Köthen;6366;Tunnel;50,3001731;9,1281263;Tunnel - Köthen - 6366
Köthen;6366;Tunnel;50,3001731;9,1281263;Tunnel - Köthen - 6366
Arensdorf (Köthen);6369;Zugang Bahnsteig 1 Richtung Magdeburg;50,417749;9,2206714;Zugang Bahnsteig 1 Richtung Magdeburg - Arensdorf (Köthen) - 6369
Wulfen(Anh);6369;Zugang Bahnsteig 1 Richtung Halle;50,417749;9,2206714;Zugang Bahnsteig 1 Richtung Halle - Wulfen(Anh) - 6369
Weißandt-Gölzau;6369;Bahnsteig;50,417749;9,2206714;Bahnsteig - Weißandt-Gölzau - 6369
Naumburg (Saale) Hbf;6618;Bahnhof;49,2459115;7,0668599;Bahnhof - Naumburg (Saale) Hbf - 6618
Bitterfeld;6749;Empfangsgebäude;49,3053653;8,1718986;Empfangsgebäude - Bitterfeld - 6749
Bitterfeld;6749;Empfangsgebäude;49,3053653;8,1718986;Empfangsgebäude - Bitterfeld - 6749
Wolfen (Kr Bitterfeld);6766;Bahnsteig 1;49,4677439;7,7446913;Bahnsteig 1 - Wolfen (Kr Bitterfeld) - 6766
Bergwitz;6773;Bahnhof;49,5470797;7,9332934;Bahnhof - Bergwitz - 6773
Radis;6773;Zugang Bahnsteig 1;49,5470797;7,9332934;Zugang Bahnsteig 1 - Radis - 6773
Gräfenhainichen;6773;Bahnsteig 2;49,5470797;7,9332934;Bahnsteig 2 - Gräfenhainichen - 6773
Gräfenhainichen;6773;Empfangsgebäude;49,5470797;7,9332934;Empfangsgebäude - Gräfenhainichen - 6773
Muldenstein;6774;vor Bahnhofsgebäude;49,5355945;7,6483301;vor Bahnhofsgebäude - Muldenstein - 6774
Burgkemnitz;6774;Bahnhof;49,5355945;7,6483301;Bahnhof - Burgkemnitz - 6774
Raguhn;6779;Zugang Bahnsteig 1;49,6346026;7,7009541;Zugang Bahnsteig 1 - Raguhn - 6779
Stumsdorf;6780;Bahnhofsvorplatz;49,6346026;7,7009541;Bahnhofsvorplatz - Stumsdorf - 6780
Brehna;6796;Bahnsteig Ri. Halle;49,691545;7,7059405;Bahnsteig Ri. Halle - Brehna - 6796
Jeßnitz (Anh);6800;Bahnsteig 1;49,691545;7,7059405;Bahnsteig 1 - Jeßnitz (Anh) - 6800
Jeßnitz (Anh);6800;Bahnsteig 2;49,691545;7,7059405;Bahnsteig 2 - Jeßnitz (Anh) - 6800
Greppin;6803;im Infoturm;49,691545;7,7059405;im Infoturm - Greppin - 6803
Roitzsch (Kr Bitterfeld);6809;Bahnhof;49,691545;7,7059405;Bahnhof - Roitzsch (Kr Bitterfeld) - 6809
Dessau Hbf;6844;Bahnhof Haupteingang;49,5146634;8,5305853;Bahnhof Haupteingang - Dessau Hbf - 6844
Dessau Hbf;6844;Bahnhof Haupteingang;49,5146634;8,5305853;Bahnhof Haupteingang - Dessau Hbf - 6844
Dessau Hbf;6844;Westausgang;49,5146634;8,5305853;Westausgang - Dessau Hbf - 6844
Dessau Süd;6849;Bahnhof;49,5146634;8,5305853;Bahnhof - Dessau Süd - 6849
Roßlau (Elbe);6862;Bahnsteig 1;49,4785561;8,5682453;Bahnsteig 1 - Roßlau (Elbe) - 6862
Jeber-Bergfrieden;6862;Zugang Bahnsteig;49,4785561;8,5682453;Zugang Bahnsteig - Jeber-Bergfrieden - 6862
Coswig (Anh);6869;Bahnsteig;49,7139671;8,4738751;Bahnsteig - Coswig (Anh) - 6869
Coswig (Anh);6869;Bahnsteig 2;49,7139671;8,4738751;Bahnsteig 2 - Coswig (Anh) - 6869
Lutherstadt Wittenberg-Piesteritz;6886;Zugang zum Bahnsteig 1;49,2918657;8,5216574;Zugang zum Bahnsteig 1 - Lutherstadt Wittenberg-Piesteritz - 6886
Lutherstadt Wittenberg Hbf;6886;Tunnelzugang am Empfangsgebäude;49,2918657;8,5216574;Tunnelzugang am Empfangsgebäude - Lutherstadt Wittenberg Hbf - 6886
Lutherstadt Wittenberg Altstadt;6886;Bahnhof;49,2918657;8,5216574;Bahnhof - Lutherstadt Wittenberg Altstadt - 6886
Lutherstadt Wittenberg Hbf;6886;Zugang zum Bahnsteig 4 vom Parkplatz;49,2918657;8,5216574;Zugang zum Bahnsteig 4 vom Parkplatz - Lutherstadt Wittenberg Hbf - 6886
Zahna;6895;Bahnhof;49,2918657;8,5216574;Bahnhof - Zahna - 6895
Jessen (Elster);6917;Bahnhof;49,2929847;8,6893085;Bahnhof - Jessen (Elster) - 6917
Elster (Elbe);6918;Bahnhof;49,2929847;8,6893085;Bahnhof - Elster (Elbe) - 6918
Annaburg;6925;Bahnhof;49,3526127;8,7790647;Bahnhof - Annaburg - 6925
Saalfeld (Saale);7318;Empfangsgebäude;48,648421;9,5708553;Empfangsgebäude - Saalfeld (Saale) - 7318
Saalfeld (Saale);7318;Empfangsgebäude;48,648421;9,5708553;Empfangsgebäude - Saalfeld (Saale) - 7318
Probstzella;7330;Hausbahnsteig;48,6722832;9,5273927;Hausbahnsteig - Probstzella - 7330
Breternitz;7338;Zugang Bahnsteig 2;48,5621164;9,6252571;Zugang Bahnsteig 2 - Breternitz - 7338
Kaulsdorf (Saale);7338;Zugang Bahnsteig 2;48,5621164;9,6252571;Zugang Bahnsteig 2 - Kaulsdorf (Saale) - 7338
Rudolstadt (Thür);7407;Hausbahnsteig ;48,7119155;9,387045;Hausbahnsteig  - Rudolstadt (Thür) - 7407
Gera Hbf;7545;im Empfangsgebäude, Quergang, Mitte;48,8715922;8,8090318;im Empfangsgebäude, Quergang, Mitte - Gera Hbf - 7545
Gera Hbf;7545;Empfangsgebäude, Quergang;48,8715922;8,8090318;Empfangsgebäude, Quergang - Gera Hbf - 7545
Gera Hbf;7545;Straßenbahntunnel;48,8715922;8,8090318;Straßenbahntunnel - Gera Hbf - 7545
Gera Süd;7545;Bahnsteig 1/2;48,8715922;8,8090318;Bahnsteig 1/2 - Gera Süd - 7545
Gera Süd;7545;im Empfangsgebäude;48,8715922;8,8090318;im Empfangsgebäude - Gera Süd - 7545
Gera-Zwötzen;7551;Bahnsteig im Wetterschutz;48,8715922;8,8090318;Bahnsteig im Wetterschutz - Gera-Zwötzen - 7551
Ronneburg(Thür);7580;Zugang Bahnsteige;48,8715922;8,8090318;Zugang Bahnsteige - Ronneburg(Thür) - 7580
Hermsdorf-Klosterlausnitz;7629;Bahnhofsvorplatz;48,9692545;8,3159009;Bahnhofsvorplatz - Hermsdorf-Klosterlausnitz - 7629
Stadtroda;7646;Zugang Bahnsteige;48,8279631;8,254415;Zugang Bahnsteige - Stadtroda - 7646
Jena Paradies;7743;vor Empfangsgebäude;49,0993464;7,8081616;vor Empfangsgebäude - Jena Paradies - 7743
Jena Paradies;7743;vor Empfangsgebäude;49,0993464;7,8081616;vor Empfangsgebäude - Jena Paradies - 7743
Jena Paradies;7743;Empfangsgebäude ggü Reisezentrum;49,0993464;7,8081616;Empfangsgebäude ggü Reisezentrum - Jena Paradies - 7743
Jena Saalbf;7743;Bahnsteig;49,0993464;7,8081616;Bahnsteig - Jena Saalbf - 7743
Jena Paradies;7743;Empfangsgebäude ggü Reisezentrum;49,0993464;7,8081616;Empfangsgebäude ggü Reisezentrum - Jena Paradies - 7743
Jena West;7745;Personentunnel;49,0993464;7,8081616;Personentunnel - Jena West - 7745
Jena-Göschwitz;7745;Zugang Bahnsteig 1;49,0993464;7,8081616;Zugang Bahnsteig 1 - Jena-Göschwitz - 7745
Jena West;7745;Hausbahnsteig;49,0993464;7,8081616;Hausbahnsteig - Jena West - 7745
Kahla (Thür);7768;Bahnhofsvorplatz rechts neben Unterführung;48,4717525;7,9214075;Bahnhofsvorplatz rechts neben Unterführung - Kahla (Thür) - 7768
Greiz;7973;Hausbahnsteig ;47,5840717;8,0635707;Hausbahnsteig  - Greiz - 7973
Zwickau (Sachs) Hbf;8056;vor Reisezentrum ;48,1447027;11,5821606;vor Reisezentrum  - Zwickau (Sachs) Hbf - 8056
Zwickau (Sachs) Hbf;8056;Empfangsgebäude;48,1447027;11,5821606;Empfangsgebäude - Zwickau (Sachs) Hbf - 8056
Meerane;8393;Bahnsteig 1;51,165691;10,451526;Bahnsteig 1 - Meerane - 8393
Werdau;8412;Empfangsgebäude;48,628251;12,3425009;Empfangsgebäude - Werdau - 8412
Crimmitschau;8451;im Infoturm;48,1414789;12,7358711;im Infoturm - Crimmitschau - 8451
Crimmitschau;8451;Bahnsteig 2;48,1414789;12,7358711;Bahnsteig 2 - Crimmitschau - 8451
Chemnitz Hbf;9111;Bahnhofshalle neben Reisezentrum;49,6660566;11,0695878;Bahnhofshalle neben Reisezentrum - Chemnitz Hbf - 9111
Chemnitz Hbf;9111;Haupteingang Empfangsgebäude rechts;49,6660566;11,0695878;Haupteingang Empfangsgebäude rechts - Chemnitz Hbf - 9111
Freiberg (Sachs);9599;Hausbahnsteig;50,0285289;11,9282586;Hausbahnsteig - Freiberg (Sachs) - 9599
Niederbobritzsch;9627;Zugang zum Bahnsteig;50,1760039;10,9510331;Zugang zum Bahnsteig - Niederbobritzsch - 9627
Muldenhütten;9627;Zugang Bahnsteig Richtung Chemnitz;50,1760039;10,9510331;Zugang Bahnsteig Richtung Chemnitz - Muldenhütten - 9627
Berlin Friedrichstraße;10117;im Reisezentrum;52,5155098;13,3847539;im Reisezentrum - Berlin Friedrichstraße - 10117
Berlin Friedrichstraße;10117;Empfangsgebäude ggü. Servicepoint;52,5155098;13,3847539;Empfangsgebäude ggü. Servicepoint - Berlin Friedrichstraße - 10117
Berlin Friedrichstraße;10117;im Reisezentrum;52,5155098;13,3847539;im Reisezentrum - Berlin Friedrichstraße - 10117
Berlin Friedrichstraße;10117;im Reisezentrum;52,5155098;13,3847539;im Reisezentrum - Berlin Friedrichstraße - 10117
Berlin Alexanderplatz;10178;Empfangsgebäude vor Reisezentrum;52,5221879;13,4093313;Empfangsgebäude vor Reisezentrum - Berlin Alexanderplatz - 10178
Berlin Alexanderplatz;10178;Empfangsgebäude vor Reisezentrum;52,5221879;13,4093313;Empfangsgebäude vor Reisezentrum - Berlin Alexanderplatz - 10178
Berlin Alexanderplatz;10178;Empfangsgebäude;52,5221879;13,4093313;Empfangsgebäude - Berlin Alexanderplatz - 10178
Berlin Alexanderplatz;10178;Empfangsgebäude vor Reisezentrum;52,5221879;13,4093313;Empfangsgebäude vor Reisezentrum - Berlin Alexanderplatz - 10178
Berlin Alexanderplatz;10178;Empfangsgebäude;52,5221879;13,4093313;Empfangsgebäude - Berlin Alexanderplatz - 10178
Berlin Ostbahnhof;10243;Empfangsgebäude vor Servicepoint;52,5147455;13,4385601;Empfangsgebäude vor Servicepoint - Berlin Ostbahnhof - 10243
Berlin Ostbahnhof;10243;Passage zum Westtunnel ;52,5147455;13,4385601;Passage zum Westtunnel  - Berlin Ostbahnhof - 10243
Berlin Ostbahnhof;10243;Passage Mitteltunnel;52,5147455;13,4385601;Passage Mitteltunnel - Berlin Ostbahnhof - 10243
Berlin Ostbahnhof;10243;Fassade Reisezentrum;52,5147455;13,4385601;Fassade Reisezentrum - Berlin Ostbahnhof - 10243
Berlin Ostbahnhof;10243;Fassade Reisezentrum;52,5147455;13,4385601;Fassade Reisezentrum - Berlin Ostbahnhof - 10243
Berlin Ostkreuz;10245;Bahnsteig RU (Zugang S-Bahn);52,5019332;13,4554471;Bahnsteig RU (Zugang S-Bahn) - Berlin Ostkreuz - 10245
Berlin Ostkreuz;10245;Bahnsteig RU (Zugang Fußgängerbrücke);52,5019332;13,4554471;Bahnsteig RU (Zugang Fußgängerbrücke) - Berlin Ostkreuz - 10245
Berlin Ostkreuz;10245;Bahnsteig RO links;52,5019332;13,4554471;Bahnsteig RO links - Berlin Ostkreuz - 10245
Berlin Ostkreuz;10245;Bahnsteig RO rechts;52,5019332;13,4554471;Bahnsteig RO rechts - Berlin Ostkreuz - 10245
Berlin-Lichtenberg;10317;Empfangsgebäude Zugang Rampe;52,4985439;13,484745;Empfangsgebäude Zugang Rampe - Berlin-Lichtenberg - 10317
Berlin-Lichtenberg;10317;Empfangsgebäude Zugang Rampe;52,4985439;13,484745;Empfangsgebäude Zugang Rampe - Berlin-Lichtenberg - 10317
Berlin Hbf;10557;Fassade Ausgang U-Bahn Liststraße;52,5231724;13,365317;Fassade Ausgang U-Bahn Liststraße - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene 0, Ausgang Europaplatz;52,5231724;13,365317;Ebene 0, Ausgang Europaplatz - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene 0, Ausgang Washingtonplatz;52,5231724;13,365317;Ebene 0, Ausgang Washingtonplatz - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 7/8;52,5231724;13,365317;Bahnsteig 7/8 - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 7/8;52,5231724;13,365317;Bahnsteig 7/8 - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene 0, Ausgang Europaplatz;52,5231724;13,365317;Ebene 0, Ausgang Europaplatz - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 5/6;52,5231724;13,365317;Bahnsteig 5/6 - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1, Fassade Reisezentrum;52,5231724;13,365317;Ebene +1, Fassade Reisezentrum - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1, Fassade Reisezentrum;52,5231724;13,365317;Ebene +1, Fassade Reisezentrum - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 13/14 Richtung Ost ;52,5231724;13,365317;Bahnsteig 13/14 Richtung Ost  - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 13/14 Richtung Ost ;52,5231724;13,365317;Bahnsteig 13/14 Richtung Ost  - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 13/14 Richtung West;52,5231724;13,365317;Bahnsteig 13/14 Richtung West - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 11/12 Richtung West;52,5231724;13,365317;Bahnsteig 11/12 Richtung West - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 11/12 Richtung West;52,5231724;13,365317;Bahnsteig 11/12 Richtung West - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene 0, Ausgang Washingtonplatz;52,5231724;13,365317;Ebene 0, Ausgang Washingtonplatz - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Reisezentrum ;52,5231724;13,365317;Ebene +1 Reisezentrum  - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 11/12 Richtung Ost;52,5231724;13,365317;Bahnsteig 11/12 Richtung Ost - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Reisezentrum ;52,5231724;13,365317;Ebene +1 Reisezentrum  - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Reisezentrum ;52,5231724;13,365317;Ebene +1 Reisezentrum  - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Reisezentrum ;52,5231724;13,365317;Ebene +1 Reisezentrum  - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Reisezentrum ;52,5231724;13,365317;Ebene +1 Reisezentrum  - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Reisezentrum ;52,5231724;13,365317;Ebene +1 Reisezentrum  - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 1/2;52,5231724;13,365317;Bahnsteig 1/2 - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 13/14 Richtung West;52,5231724;13,365317;Bahnsteig 13/14 Richtung West - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Reisezentrum ;52,5231724;13,365317;Ebene +1 Reisezentrum  - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 5/6;52,5231724;13,365317;Bahnsteig 5/6 - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Reisezentrum ;52,5231724;13,365317;Ebene +1 Reisezentrum  - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Fassade Reisezentrum;52,5231724;13,365317;Ebene +1 Fassade Reisezentrum - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 11/12 Richtung Ost;52,5231724;13,365317;Bahnsteig 11/12 Richtung Ost - Berlin Hbf - 10557
Berlin Hbf;10557;Ebene +1 Fassade Reisezentrum;52,5231724;13,365317;Ebene +1 Fassade Reisezentrum - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 1/2;52,5231724;13,365317;Bahnsteig 1/2 - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 3/4;52,5231724;13,365317;Bahnsteig 3/4 - Berlin Hbf - 10557
Berlin Hbf;10557;Bahnsteig 3/4;52,5231724;13,365317;Bahnsteig 3/4 - Berlin Hbf - 10557
Berlin Jungfernheide;10589;Bahnsteig;52,5298769;13,3067427;Bahnsteig - Berlin Jungfernheide - 10589
Berlin Zoologischer Garten;10623;Bahnsteig 3/4;52,5070391;13,3283954;Bahnsteig 3/4 - Berlin Zoologischer Garten - 10623
Berlin Zoologischer Garten;10623;Fernbahnhalle;52,5070391;13,3283954;Fernbahnhalle - Berlin Zoologischer Garten - 10623
Berlin Zoologischer Garten;10623;Fernbahnhalle;52,5070391;13,3283954;Fernbahnhalle - Berlin Zoologischer Garten - 10623
Berlin Zoologischer Garten;10623;Fernbahnhalle;52,5070391;13,3283954;Fernbahnhalle - Berlin Zoologischer Garten - 10623
Berlin Zoologischer Garten;10623;Bahnsteig 1/2;52,5070391;13,3283954;Bahnsteig 1/2 - Berlin Zoologischer Garten - 10623
Berlin Zoologischer Garten;10623;Fassade Reisezentrum;52,5070391;13,3283954;Fassade Reisezentrum - Berlin Zoologischer Garten - 10623
Berlin-Charlottenburg;10627;Regionalbahnsteig 1/2;52,5073952;13,3015288;Regionalbahnsteig 1/2 - Berlin-Charlottenburg - 10627
Berlin-Charlottenburg;10627;Regionalbahnsteig 3/4;52,5073952;13,3015288;Regionalbahnsteig 3/4 - Berlin-Charlottenburg - 10627
Berlin-Charlottenburg;10627;Empfangsgebäude;52,5073952;13,3015288;Empfangsgebäude - Berlin-Charlottenburg - 10627
Berlin-Charlottenburg;10627;Tunnel am Fahrstuhl;52,5073952;13,3015288;Tunnel am Fahrstuhl - Berlin-Charlottenburg - 10627
Berlin Potsdamer Platz;10785;Bahnsteig B;52,5069115;13,3650508;Bahnsteig B - Berlin Potsdamer Platz - 10785
Berlin Potsdamer Platz;10785;Bahnsteig A;52,5069115;13,3650508;Bahnsteig A - Berlin Potsdamer Platz - 10785
Berlin Südkreuz;12101;Empfangsgebäude Ost;52,4761765;13,3962999;Empfangsgebäude Ost - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Empfangsgebäude Ost;52,4761765;13,3962999;Empfangsgebäude Ost - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Bahnsteig 3/4;52,4761765;13,3962999;Bahnsteig 3/4 - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Bahnsteig 5/6;52,4761765;13,3962999;Bahnsteig 5/6 - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Empfangsgebäude West im Reisezentrum;52,4761765;13,3962999;Empfangsgebäude West im Reisezentrum - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Bahnsteig 7/8;52,4761765;13,3962999;Bahnsteig 7/8 - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Empfangsgebäude West;52,4761765;13,3962999;Empfangsgebäude West - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Empfangsgebäude West;52,4761765;13,3962999;Empfangsgebäude West - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Empfangsgebäude West;52,4761765;13,3962999;Empfangsgebäude West - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Empfangsgebäude West im Reisezentrum;52,4761765;13,3962999;Empfangsgebäude West im Reisezentrum - Berlin Südkreuz - 12101
Berlin Südkreuz;12101;Empfangsgebäude West;52,4761765;13,3962999;Empfangsgebäude West - Berlin Südkreuz - 12101
Berlin-Lichterfelde Ost;12209;Bahnsteig 4;52,4182491;13,3288407;Bahnsteig 4 - Berlin-Lichterfelde Ost - 12209
Berlin-Lichterfelde Ost;12209;Bahnsteig 3;52,4182491;13,3288407;Bahnsteig 3 - Berlin-Lichterfelde Ost - 12209
Berlin-Schöneweide;12439;Bahnsteig C, Abgang Sterndamm;52,449596;13,524065;Bahnsteig C, Abgang Sterndamm - Berlin-Schöneweide - 12439
Flughafen BER - Terminal 5 (Schönefeld);12529;Tunnel zu den Bahnsteigen;52,3690709;13,5016479;Tunnel zu den Bahnsteigen - Flughafen BER - Terminal 5 (Schönefeld) - 12529
Flughafen BER - Terminal 1-2;12529;Terminal Ebene U1 mittlerer Teil;52,3690709;13,5016479;Terminal Ebene U1 mittlerer Teil - Flughafen BER - Terminal 1-2 - 12529
Flughafen BER - Terminal 1-2;12529;Terminal Ebene U1 mittlerer Teil;52,3690709;13,5016479;Terminal Ebene U1 mittlerer Teil - Flughafen BER - Terminal 1-2 - 12529
Flughafen BER - Terminal 1-2;12529;Terminal Ebene U1 vorderer Teil;52,3690709;13,5016479;Terminal Ebene U1 vorderer Teil - Flughafen BER - Terminal 1-2 - 12529
Flughafen BER - Terminal 1-2;12529;Terminal Ebene U1 vorderer Teil;52,3690709;13,5016479;Terminal Ebene U1 vorderer Teil - Flughafen BER - Terminal 1-2 - 12529
Flughafen BER - Terminal 5 (Schönefeld);12529;Tunnel zu den Bahnsteigen;52,3690709;13,5016479;Tunnel zu den Bahnsteigen - Flughafen BER - Terminal 5 (Schönefeld) - 12529
Flughafen BER - Terminal 5 (Schönefeld);12529;Tunnel zu den Bahnsteigen;52,3690709;13,5016479;Tunnel zu den Bahnsteigen - Flughafen BER - Terminal 5 (Schönefeld) - 12529
